gid,pid,seas,week,day,v,h,stad,temp,humd,wspd,wdir,cond,surf,ou,sprv,off,def,dseq,len,qtr,min,sec,ptso,ptsd,timo,timd,dwn,ytg,yfog,pts,blk,brcv,fgxp,fkicker,NumKicks,dist,good,ptsv,ptsh,iced,detail,surface,elapsedtime
26,4136,2000,2,SUN,STL,SEA,Husky Stadium,55,100,3,W,Cloudy,FieldTurf,47.5,-8,STL,SEA,8,3,2,6,58,3,10,3,3,4,5,70,3,,,FG,JW-3300,253,48,Y,37,34,0,"(6:58) J.Wilkins 48 yard field goal is GOOD, Center-J.Robinson, Holder-K.Lyle.",Turf,21.96666667
26,4236,2000,2,SUN,STL,SEA,Husky Stadium,55,100,3,W,Cloudy,FieldTurf,47.5,-8,STL,SEA,8,3,4,0,26,34,34,0,3,1,9,91,3,,,FG,JW-3300,253,27,Y,37,34,0,"(:26) J.Wilkins 27 yard field goal is GOOD, Center-J.Robinson, Holder-K.Lyle.",Turf,45.43333333
27,4267,2000,2,SUN,CHI,TB,Raymond James Stadium,89,70,10,E,Chance Rain,Grass,38,7,TB,CHI,6,3,1,6,12,0,0,3,3,4,9,68,,,,FG,MG-1200,183,50,N,0,41,0,"(6:12) M.Gramatica 50 yard field goal is No Good, Wide Right, Center-M.Unutoa, Holder-M.Royals.",Grass,6.2
27,4287,2000,2,SUN,CHI,TB,Raymond James Stadium,89,70,10,E,Chance Rain,Grass,38,7,TB,CHI,8,3,2,14,53,0,0,3,3,4,5,95,3,,,FG,MG-1200,183,23,Y,0,41,0,"(14:53) M.Gramatica 23 yard field goal is GOOD, Center-M.Unutoa, Holder-M.Royals.",Grass,29.88333333
27,4303,2000,2,SUN,CHI,TB,Raymond James Stadium,89,70,10,E,Chance Rain,Grass,38,7,TB,CHI,10,3,2,8,41,3,0,3,3,4,4,71,3,,,FG,MG-1200,183,47,Y,0,41,0,"(8:41) M.Gramatica 47 yard field goal is GOOD, Center-M.Unutoa, Holder-M.Royals.",Grass,23.68333333
27,4382,2000,2,SUN,CHI,TB,Raymond James Stadium,89,70,10,E,Chance Rain,Grass,38,7,CHI,TB,8,3,4,7,0,0,41,3,2,4,10,76,,,,FG,PE-0100,181,42,N,0,41,0,"(7:00) P.Edinger 42 yard field goal is No Good, Wide Right, Center-P.Mannelly, Holder-B.Bartholomew.",Grass,52
29,4649,2000,2,SN,DAL,ARI,Sun Devil Stadium,100,26,7,VAR,,Grass,38.5,3,DAL,ARI,12,5,3,8,21,21,13,2,3,4,5,73,3,,,FG,TS-1100,62,44,Y,31,32,0,"(8:21) T.Seder 44 yard field goal is GOOD, Center-D.Hellestrae, Holder-M.Knorr.",Grass,38.35
30,4726,2000,2,MN,NE,NYJ,The Meadowlands,72,76,5,S,Fair,Grass,40,5,NE,NYJ,7,3,1,13,9,0,0,3,3,4,11,86,3,,,FG,AV-0400,456,32,Y,19,20,0,"(13:09) A.Vinatieri 32 yard field goal is GOOD, Center-L.Paxton, Holder-L.Johnson.",Grass,13.15
30,4754,2000,2,MN,NE,NYJ,The Meadowlands,72,76,5,S,Fair,Grass,40,5,NE,NYJ,13,3,2,15,0,3,7,3,2,4,9,82,3,,,FG,AV-0400,456,35,Y,19,20,0,"(15:00) A.Vinatieri 35 yard field goal is GOOD, Center-L.Paxton, Holder-L.Johnson.",Grass,30
30,4760,2000,2,MN,NE,NYJ,The Meadowlands,72,76,5,S,Fair,Grass,40,5,NE,NYJ,4,3,2,12,4,6,7,3,2,4,8,88,3,,,FG,AV-0400,456,30,Y,19,20,0,"(12:04) A.Vinatieri 30 yard field goal is GOOD, Center-L.Paxton, Holder-L.Johnson.",Grass,27.06666667
30,4786,2000,2,MN,NE,NYJ,The Meadowlands,72,76,5,S,Fair,Grass,40,5,NE,NYJ,7,3,2,5,49,9,7,3,2,4,2,85,3,,,FG,AV-0400,456,33,Y,19,20,0,"(5:49) A.Vinatieri 33 yard field goal is GOOD, Center-L.Paxton, Holder-L.Johnson.",Grass,20.81666667
30,4818,2000,2,MN,NE,NYJ,The Meadowlands,72,76,5,S,Fair,Grass,40,5,NE,NYJ,13,3,3,15,0,12,7,3,3,4,6,89,,,,FG,AV-0400,456,29,N,19,20,0,"(15:00) A.Vinatieri 29 yard field goal is No Good, Wide Left, Center-L.Paxton, Holder-L.Johnson.",Grass,45
31,4900,2000,3,SUN,ATL,CAR,Ericsson Stadium,63,60,3,N,Partly Cloudy,Grass,48.5,5.5,ATL,CAR,4,3,1,11,14,0,0,3,3,4,3,87,3,,,FG,MA-0700,182,31,Y,15,10,0,"(11:14) M.Andersen 31 yard field goal is GOOD, Center-D.Rackley, Holder-D.Stryzinski.",Grass,11.23333333
31,4919,2000,3,SUN,ATL,CAR,Ericsson Stadium,63,60,3,N,Partly Cloudy,Grass,48.5,5.5,ATL,CAR,4,3,1,1,28,3,0,3,2,4,9,68,,,,FG,MA-0700,182,50,N,15,10,0,"(1:28) M.Andersen 50 yard field goal is No Good, Short, Center-D.Rackley, Holder-D.Stryzinski.",Grass,1.466666667
31,4976,2000,3,SUN,ATL,CAR,Ericsson Stadium,63,60,3,N,Partly Cloudy,Grass,48.5,5.5,ATL,CAR,7,3,3,13,34,10,10,3,3,4,24,71,,,,FG,MA-0700,182,47,N,15,10,0,"(13:34) M.Andersen 47 yard field goal is No Good, Wide Right, Center-D.Rackley, Holder-D.Stryzinski.",Grass,43.56666667
31,5025,2000,3,SUN,ATL,CAR,Ericsson Stadium,63,60,3,N,Partly Cloudy,Grass,48.5,5.5,ATL,CAR,7,3,4,8,39,10,10,3,3,4,1,90,3,,,FG,MA-0700,182,27,Y,15,10,0,"(8:39) M.Andersen 27 yard field goal is GOOD, Center-D.Rackley, Holder-D.Stryzinski.",Grass,53.65
32,5073,2000,3,SUN,NYG,CHI,Soldier Field,79,40,8,W,Sunny,Grass,43,1.5,CHI,NYG,9,3,2,15,0,0,7,3,2,4,1,69,,,,FG,PE-0100,181,49,N,14,7,0,"(15:00) P.Edinger 49 yard field goal is No Good, Wide Right, Center-P.Mannelly, Holder-B.Bartholomew.",Grass,30
33,5262,2000,3,SUN,PIT,CLE,Cleveland Browns Stadium,67,50,17,SW,Sunny,Grass,36,-2,PIT,CLE,8,3,2,1,55,7,14,1,2,4,6,77,3,,,FG,KB-2300,307,41,Y,20,23,0,"(1:55) K.Brown 41 yard field goal is GOOD, Center-M.Schneck, Holder-K.Graham.",Grass,16.91666667
33,5274,2000,3,SUN,PIT,CLE,Cleveland Browns Stadium,67,50,17,SW,Sunny,Grass,36,-2,PIT,CLE,5,3,3,15,0,10,14,3,3,4,5,87,3,,,FG,KB-2300,307,31,Y,20,23,0,"(15:00) K.Brown 31 yard field goal is GOOD, Center-M.Schneck, Holder-K.Graham.",Grass,45
33,5282,2000,3,SUN,PIT,CLE,Cleveland Browns Stadium,67,50,17,SW,Sunny,Grass,36,-2,CLE,PIT,7,3,3,12,39,14,13,3,3,4,2,95,3,,,FG,PD-0200,395,23,Y,20,23,0,"(12:39) P.Dawson 23 yard field goal is GOOD, Center-R.Kuehl, Holder-C.Gardocki.",Grass,42.65
33,5316,2000,3,SUN,PIT,CLE,Cleveland Browns Stadium,67,50,17,SW,Sunny,Grass,36,-2,CLE,PIT,11,3,4,15,0,17,20,3,2,4,4,90,3,,,FG,PD-0200,395,28,Y,20,23,0,"(15:00) P.Dawson 28 yard field goal is GOOD, Center-R.Kuehl, Holder-C.Gardocki.",Grass,60
33,5336,2000,3,SUN,PIT,CLE,Cleveland Browns Stadium,67,50,17,SW,Sunny,Grass,36,-2,CLE,PIT,8,3,4,6,57,20,20,3,1,4,1,99,3,,,FG,PD-0200,395,19,Y,20,23,1,"(6:57) P.Dawson 19 yard field goal is GOOD, Center-R.Kuehl, Holder-C.Gardocki.",Grass,51.95
34,5353,2000,3,SUN,TB,DET,Pontiac Silverdome,70,,,,Dome,AstroTurf,34,-3,DET,TB,6,3,1,15,0,0,0,3,3,4,8,81,3,,,FG,JH-0900,360,38,Y,31,10,0,"(15:00) J.Hanson 38 yard field goal is GOOD, Center-M.Compton, Holder-J.Jett.",Turf,15
34,5396,2000,3,SUN,TB,DET,Pontiac Silverdome,70,,,,Dome,AstroTurf,34,-3,DET,TB,7,3,2,15,0,3,14,3,3,4,13,84,,,,FG,JH-0900,360,34,N,31,10,0,"(15:00) J.Hanson 34 yard field goal is No Good, Wide Right, Center-M.Compton, Holder-J.Jett.",Turf,30
34,5432,2000,3,SUN,TB,DET,Pontiac Silverdome,70,,,,Dome,AstroTurf,34,-3,TB,DET,4,3,2,0,26,21,3,0,1,4,1,79,,,,FG,MG-1200,183,38,N,31,10,0,"(:26) M.Gramatica 38 yard field goal is No Good, Wide Left, Center-M.Unutoa, Holder-M.Royals.",Turf,15.43333333
34,5458,2000,3,SUN,TB,DET,Pontiac Silverdome,70,,,,Dome,AstroTurf,34,-3,TB,DET,19,4,3,5,33,21,10,1,2,4,6,94,3,,,FG,MG-1200,183,24,Y,31,10,0,"(5:33) M.Gramatica 24 yard field goal is GOOD, Center-M.Unutoa, Holder-M.Royals.",Turf,35.55
35,5569,2000,3,SUN,PHI,GB,Lambeau Field,67,60,9,N,Sunny,Grass,42.5,4,PHI,GB,11,5,2,2,5,0,0,3,2,4,9,75,3,,,FG,DA-0300,516,43,Y,3,6,1,"(2:05) D.Akers 43 yard field goal is GOOD, Center-M.Bartrum, Holder-K.Detmer.",Grass,17.08333333
35,5587,2000,3,SUN,PHI,GB,Lambeau Field,67,60,9,N,Sunny,Grass,42.5,4,GB,PHI,5,3,2,0,5,0,3,1,2,2,10,78,,,,FG,RL-1300,354,40,N,3,6,0,"(:05) R.Longwell 40 yard field goal is No Good, Wide Left, Center-R.Davis, Holder-M.Hasselbeck.",Grass,15.08333333
35,5610,2000,3,SUN,PHI,GB,Lambeau Field,67,60,9,N,Sunny,Grass,42.5,4,GB,PHI,12,3,3,11,15,0,3,3,2,4,3,81,3,,,FG,RL-1300,354,37,Y,3,6,0,"(11:15) R.Longwell 37 yard field goal is GOOD, Center-R.Davis, Holder-M.Hasselbeck.",Grass,41.25
35,5664,2000,3,SUN,PHI,GB,Lambeau Field,67,60,9,N,Sunny,Grass,42.5,4,GB,PHI,12,3,4,0,3,3,3,0,0,4,12,80,3,,,FG,RL-1300,354,38,Y,3,6,0,"(:03) R.Longwell 38 yard field goal is GOOD, Center-R.Davis, Holder-M.Hasselbeck.",Grass,45.05
36,5718,2000,3,SUN,CIN,JAC,Alltel Stadium,71,,5,NE,Chance Rain,Grass,40,13.5,CIN,JAC,10,3,2,13,41,0,10,3,3,4,7,74,,,,FG,NR-0100,343,44,N,0,13,0,"(13:41) N.Rackers 44 yard field goal is No Good, Wide Left, Center-B.St.Louis, Holder-D.Pope.",Grass,28.68333333
36,5747,2000,3,SUN,CIN,JAC,Alltel Stadium,71,,5,NE,Chance Rain,Grass,40,13.5,CIN,JAC,8,3,2,0,3,0,10,0,2,4,1,70,,,,FG,NR-0100,343,47,N,0,13,0,"(:03) N.Rackers 47 yard field goal is No Good, Hit Left Upright, Center-B.St.Louis, Holder-D.Pope.",Grass,15.05
37,5879,2000,3,SUN,SD,KC,Arrowhead Stadium,88,26,0,CALM,Clear,AstroTurf,35,6,SD,KC,10,3,1,2,1,7,0,2,2,4,7,64,3,,,FG,JC-0900,288,54,Y,10,42,0,"(2:01) J.Carney 54 yard field goal is GOOD, Center-D.Binn, Holder-D.Bennett.",Grass,2.016666667
37,5938,2000,3,SUN,SD,KC,Arrowhead Stadium,88,26,0,CALM,Clear,AstroTurf,35,6,SD,KC,9,3,3,14,25,10,14,3,3,4,4,67,,,,FG,JC-0900,288,51,N,10,42,0,"(14:25) J.Carney 51 yard field goal is No Good, Wide Left, Center-D.Binn, Holder-D.Bennett.",Grass,44.41666667
38,6075,2000,3,SUN,MIN,NE,Foxboro Stadium,70,,15,W,Partly Cloudy,Grass,43,3,NE,MIN,8,6,2,1,56,7,21,0,2,4,19,74,,,,FG,AV-0400,456,44,N,21,13,0,"(1:56) A.Vinatieri 44 yard field goal is No Good, Wide Left, Center-L.Paxton, Holder-L.Johnson.",Grass,16.93333333
39,6266,2000,3,SUN,BUF,NYJ,Giants Stadium,68,74,12,SW,,Grass,37.5,0,BUF,NYJ,10,3,3,15,0,14,21,3,3,4,1,76,,SB-2000,,FG,SC-0700,120,43,N,14,27,0,"(15:00) S.Christie 43 yard field goal is BLOCKED (S.Burton), Center-E.Albright, Holder-C.Mohr.",Grass,45
39,6273,2000,3,SUN,BUF,NYJ,Giants Stadium,68,74,12,SW,,Grass,37.5,0,NYJ,BUF,6,3,3,10,20,21,14,3,3,4,3,67,3,,,FG,JH-0500,171,51,Y,14,27,0,"(10:20) J.Hall 51 yard field goal is GOOD, Center-B.Banta, Holder-T.Tupa.",Grass,40.33333333
39,6307,2000,3,SUN,BUF,NYJ,Giants Stadium,68,74,12,SW,,Grass,37.5,0,NYJ,BUF,9,3,4,10,45,24,14,1,1,4,6,85,,,,FG,JH-0500,171,33,N,14,27,0,"(10:45) J.Hall 33 yard field goal is No Good, Wide Left, Center-B.Banta, Holder-T.Tupa.",Grass,55.75
39,6323,2000,3,SUN,BUF,NYJ,Giants Stadium,68,74,12,SW,,Grass,37.5,0,NYJ,BUF,7,4,4,2,0,24,14,1,0,4,10,90,3,,,FG,JH-0500,171,27,Y,14,27,0,"(2:00) J.Hall 27 yard field goal is GOOD, Center-B.Banta, Holder-T.Tupa.",Grass,47
40,6358,2000,3,SUN,DEN,OAK,Network Associates Coliseum,79,55,9,NW,Sunny,Grass,43.5,3,DEN,OAK,4,3,1,8,10,14,0,3,2,4,6,94,3,,,FG,JN-0600,250,24,Y,33,24,0,"(8:10) J.Nedney 24 yard field goal is GOOD, Center-M.Lepsis, Holder-T.Rouen.",Grass,8.166666667
40,6385,2000,3,SUN,DEN,OAK,Network Associates Coliseum,79,55,9,NW,Sunny,Grass,43.5,3,OAK,DEN,7,3,2,14,27,7,24,2,2,4,1,99,3,,,FG,SJ-0300,448,19,Y,33,24,0,"(14:27) S.Janikowski 19 yard field goal is GOOD, Center-A.Treu, Holder-S.Lechler.",Grass,29.45
40,6440,2000,3,SUN,DEN,OAK,Network Associates Coliseum,79,55,9,NW,Sunny,Grass,43.5,3,DEN,OAK,13,3,3,9,54,24,24,3,3,4,5,86,3,,,FG,JN-0600,250,32,Y,33,24,0,"(9:54) J.Nedney 32 yard field goal is GOOD, Center-M.Lepsis, Holder-T.Rouen.",Grass,39.9
40,6455,2000,3,SUN,DEN,OAK,Network Associates Coliseum,79,55,9,NW,Sunny,Grass,43.5,3,DEN,OAK,9,3,4,15,0,27,24,3,3,4,4,96,3,,,FG,JN-0600,250,22,Y,33,24,0,"(15:00) J.Nedney 22 yard field goal is GOOD, Center-M.Lepsis, Holder-T.Rouen.",Grass,60
40,6465,2000,3,SUN,DEN,OAK,Network Associates Coliseum,79,55,9,NW,Sunny,Grass,43.5,3,OAK,DEN,8,3,4,10,22,24,30,3,3,4,7,69,,,,FG,SJ-0300,448,49,N,33,24,0,"(10:22) S.Janikowski 49 yard field goal is No Good, Wide Left, Center-A.Treu, Holder-S.Lechler.",Grass,55.36666667
40,6473,2000,3,SUN,DEN,OAK,Network Associates Coliseum,79,55,9,NW,Sunny,Grass,43.5,3,DEN,OAK,8,3,4,5,28,30,24,2,2,4,3,97,3,,,FG,JN-0600,250,21,Y,33,24,0,"(5:28) J.Nedney 21 yard field goal is GOOD, Center-M.Lepsis, Holder-T.Rouen.",Grass,50.46666667
41,6545,2000,3,SUN,NO,SEA,Husky Stadium,68,80,3,VAR,Sunny,FieldTurf,40,5.5,NO,SEA,12,3,2,9,31,7,7,3,3,4,6,94,3,,,FG,DB-3900,114,23,Y,10,20,0,"(9:31) D.Brien 23 yard field goal is GOOD, Center-K.Houser, Holder-T.Gowin. PENALTY on NO-K.Turley, Unsportsmanlike Conduct, 15 yards, enforced between downs.",Turf,24.51666667
42,6639,2000,3,SUN,SF,STL,Trans World Dome,,,,,Dome,AstroTurf,56.5,17,STL,SF,7,3,1,14,29,0,7,3,3,4,5,71,3,,,FG,JW-3300,253,47,Y,24,41,0,"(14:29) J.Wilkins 47 yard field goal is GOOD, Center-J.Robinson, Holder-K.Lyle.",Turf,14.48333333
42,6672,2000,3,SUN,SF,STL,Trans World Dome,,,,,Dome,AstroTurf,56.5,17,SF,STL,8,3,2,15,0,7,3,3,3,4,3,97,3,,,FG,WR-0500,56,21,Y,24,41,0,"(15:00) W.Richey 21 yard field goal is GOOD, Center-B.Jennings, Holder-C.Stanley.",Turf,30
42,6741,2000,3,SUN,SF,STL,Trans World Dome,,,,,Dome,AstroTurf,56.5,17,STL,SF,9,3,4,15,0,24,17,2,3,4,7,93,3,,,FG,JW-3300,253,25,Y,24,41,0,"(15:00) J.Wilkins 25 yard field goal is GOOD, Center-J.Robinson, Holder-K.Lyle.",Turf,60
43,6808,2000,3,SN,BAL,MIA,Pro Player Stadium,80,81,10,W,Cloudy,Grass,33,-3,MIA,BAL,10,3,1,9,33,0,0,2,3,4,3,76,3,,,FG,OM-0100,336,42,Y,6,19,0,"(9:33) O.Mare 42 yard field goal is GOOD, Center-E.Perry, Holder-D.Huard.",Grass,9.55
43,6823,2000,3,SN,BAL,MIA,Pro Player Stadium,80,81,10,W,Cloudy,Grass,33,-3,MIA,BAL,9,3,2,15,0,3,0,2,3,4,11,77,3,,,FG,OM-0100,336,41,Y,6,19,0,"(15:00) O.Mare 41 yard field goal is GOOD, Center-E.Perry, Holder-D.Huard.",Grass,30
43,6858,2000,3,SN,BAL,MIA,Pro Player Stadium,80,81,10,W,Cloudy,Grass,33,-3,BAL,MIA,7,3,2,0,5,0,6,0,2,4,5,88,,KM-2400,DR-2700,FG,MS-5200,335,30,N,6,19,0,"(:05) M.Stover 30 yard field goal is BLOCKED (K.Mixon), Center-F.Wainright, Holder-K.Richardson, RECOVERED by MIA-D.Rodgers at MIA 14.",Grass,15.08333333
43,6879,2000,3,SN,BAL,MIA,Pro Player Stadium,80,81,10,W,Cloudy,Grass,33,-3,BAL,MIA,13,3,3,4,40,0,13,1,3,4,10,90,3,,,FG,MS-5200,335,27,Y,6,19,0,"(4:40) M.Stover 27 yard field goal is GOOD, Center-F.Wainright, Holder-K.Richardson.",Grass,34.66666667
43,6898,2000,3,SN,BAL,MIA,Pro Player Stadium,80,81,10,W,Cloudy,Grass,33,-3,BAL,MIA,8,3,4,13,15,3,19,1,3,4,9,85,3,,,FG,MS-5200,335,33,Y,6,19,0,"(13:15) M.Stover 33 yard field goal is GOOD, Center-F.Wainright, Holder-K.Richardson.",Grass,58.25
44,7015,2000,3,MN,DAL,WAS,FedEx Field,66,65,8,S,,Grass,44.5,10.5,DAL,WAS,10,3,3,15,0,14,7,3,3,4,6,86,3,,,FG,TS-1100,62,32,Y,27,21,0,"(15:00) T.Seder 32 yard field goal is GOOD, Center-D.Hellestrae, Holder-M.Knorr.",Grass,45
44,7084,2000,3,MN,DAL,WAS,FedEx Field,66,65,8,S,,Grass,44.5,10.5,DAL,WAS,4,4,4,1,50,24,21,1,1,4,8,79,3,,,FG,TS-1100,62,38,Y,27,21,0,"(1:50) T.Seder 38 yard field goal is GOOD, Center-D.Hellestrae, Holder-M.Knorr.",Grass,46.83333333
45,7158,2000,4,SUN,GB,ARI,Sun Devil Stadium,87,16,6,VAR,,Grass,41.5,2.5,GB,ARI,11,3,2,2,25,14,3,2,3,4,20,80,3,,,FG,RL-1300,354,38,Y,29,3,0,"(2:25) R.Longwell 38 yard field goal is GOOD, Center-R.Davis, Holder-M.Hasselbeck.",Grass,17.41666667
45,7185,2000,4,SUN,GB,ARI,Sun Devil Stadium,87,16,6,VAR,,Grass,41.5,2.5,GB,ARI,11,3,3,13,40,17,3,2,3,4,3,71,3,,,FG,RL-1300,354,47,Y,29,3,0,"(13:40) R.Longwell 47 yard field goal is GOOD, Center-R.Davis, Holder-M.Hasselbeck.",Grass,43.66666667
45,7204,2000,4,SUN,GB,ARI,Sun Devil Stadium,87,16,6,VAR,,Grass,41.5,2.5,GB,ARI,11,3,3,6,50,20,3,2,3,4,8,71,3,,,FG,RL-1300,354,48,Y,29,3,0,"(6:50) R.Longwell 48 yard field goal is GOOD, Center-R.Davis, Holder-M.Hasselbeck.",Grass,36.83333333
45,7219,2000,4,SUN,GB,ARI,Sun Devil Stadium,87,16,6,VAR,,Grass,41.5,2.5,GB,ARI,9,3,4,14,12,23,3,2,3,4,12,81,3,,,FG,RL-1300,354,37,Y,29,3,0,"(14:12) R.Longwell 37 yard field goal is GOOD, Center-R.Davis, Holder-M.Hasselbeck.",Grass,59.2
45,7226,2000,4,SUN,GB,ARI,Sun Devil Stadium,87,16,6,VAR,,Grass,41.5,2.5,GB,ARI,4,3,4,9,11,26,3,2,3,4,3,97,3,,,FG,RL-1300,354,22,Y,29,3,0,"(9:11) R.Longwell 22 yard field goal is GOOD, Center-R.Davis, Holder-M.Hasselbeck.",Grass,54.18333333
46,7274,2000,4,SUN,STL,ATL,Georgia Dome,81,,,,Dome,AstroTurf,56,-7,STL,ATL,6,3,1,9,35,0,7,3,3,4,2,88,3,,,FG,JW-3300,253,30,Y,41,20,0,"(9:35) J.Wilkins 30 yard field goal is GOOD, Center-J.Robinson, Holder-K.Lyle.",Turf,9.583333333
46,7320,2000,4,SUN,STL,ATL,Georgia Dome,81,,,,Dome,AstroTurf,56,-7,ATL,STL,10,3,2,8,32,7,10,2,3,4,7,81,3,,,FG,MA-0700,182,37,Y,41,20,0,"(8:32) M.Andersen 37 yard field goal is GOOD, Center-D.Rackley, Holder-D.Stryzinski.",Turf,23.53333333
46,7337,2000,4,SUN,STL,ATL,Georgia Dome,81,,,,Dome,AstroTurf,56,-7,ATL,STL,10,3,2,0,4,10,17,0,2,4,4,73,3,,,FG,MA-0700,182,45,Y,41,20,0,"(:04) M.Andersen 45 yard field goal is GOOD, Center-D.Rackley, Holder-D.Stryzinski.",Turf,15.06666667
46,7350,2000,4,SUN,STL,ATL,Georgia Dome,81,,,,Dome,AstroTurf,56,-7,STL,ATL,4,4,3,9,37,24,13,1,2,4,1,88,3,,,FG,JW-3300,253,30,Y,41,20,0,"(9:37) J.Wilkins 30 yard field goal is GOOD, Center-J.Robinson, Holder-K.Lyle.",Turf,39.61666667
47,7421,2000,4,SUN,CIN,BAL,PSINet Stadium,70,87,8,SW,Cloudy,Grass,32.5,12.5,BAL,CIN,11,3,1,15,0,0,0,3,3,4,7,88,3,,,FG,MS-5200,335,30,Y,0,37,0,"(15:00) M.Stover 30 yard field goal is GOOD, Center-F.Wainright, Holder-K.Richardson.",Grass,15
47,7516,2000,4,SUN,CIN,BAL,PSINet Stadium,70,87,8,SW,Cloudy,Grass,32.5,12.5,BAL,CIN,13,3,3,9,39,24,0,3,3,4,19,81,3,,,FG,MS-5200,335,37,Y,0,37,0,"(9:39) M.Stover 37 yard field goal is GOOD, Center-F.Wainright, Holder-K.Richardson.",Grass,39.65
47,7562,2000,4,SUN,CIN,BAL,PSINet Stadium,70,87,8,SW,Cloudy,Grass,32.5,12.5,BAL,CIN,8,3,4,2,0,34,0,2,2,4,1,99,3,,,FG,MS-5200,335,19,Y,0,37,0,"(2:00) M.Stover 19 yard field goal is GOOD, Center-F.Wainright, Holder-K.Richardson.",Grass,47
48,7665,2000,4,SUN,DET,CHI,Soldier Field,58,86,12,N,Chance Rain,Grass,37.5,2.5,DET,CHI,4,3,3,12,46,14,0,3,3,4,12,86,,MW-1100,JJ-2300,FG,JH-0900,360,32,N,21,14,0,"(12:46) J.Hanson 32 yard field goal is BLOCKED (M.Wells), Center-M.Compton, Holder-J.Jett, recovered by DET-J.Jett at CHI 26. J.Jett to CHI 26 for no gain (T.Parrish).",Grass,42.76666667
49,7776,2000,4,SUN,SF,DAL,Texas Stadium,64,93,23,N,Cloudy,AstroTurf,46.5,6.5,SF,DAL,9,3,1,5,17,0,0,3,3,4,16,80,3,,,FG,WR-0500,56,38,Y,41,24,0,"(5:17) W.Richey 38 yard field goal is GOOD, Center-B.Jennings, Holder-C.Stanley.",Turf,5.283333333
49,7786,2000,4,SUN,SF,DAL,Texas Stadium,64,93,23,N,Cloudy,AstroTurf,46.5,6.5,DAL,SF,9,3,2,15,0,0,3,3,3,4,4,77,3,,,FG,TS-1100,62,40,Y,41,24,0,"(15:00) T.Seder 40 yard field goal is GOOD, Center-D.Hellestrae, Holder-M.Knorr.",Turf,30
49,7835,2000,4,SUN,SF,DAL,Texas Stadium,64,93,23,N,Cloudy,AstroTurf,46.5,6.5,SF,DAL,4,3,3,12,12,24,10,3,2,4,5,70,3,,,FG,WR-0500,56,47,Y,41,24,0,"(12:12) W.Richey 47 yard field goal is GOOD, Center-B.Jennings, Holder-C.Stanley.",Turf,42.2
50,7928,2000,4,SUN,KC,DEN,Mile High Stadium,36,81,8,W,Mostly Cloudy,Grass,43,6,DEN,KC,14,3,1,9,10,0,7,3,3,4,4,96,3,,,FG,JN-0600,250,22,Y,23,22,0,"(9:10) J.Nedney 22 yard field goal is GOOD, Center-M.Lepsis, Holder-T.Rouen.",Grass,9.166666667
50,7946,2000,4,SUN,KC,DEN,Mile High Stadium,36,81,8,W,Mostly Cloudy,Grass,43,6,DEN,KC,9,3,2,9,35,3,7,2,3,4,2,98,3,,,FG,JN-0600,250,20,Y,23,22,0,"(9:35) J.Nedney 20 yard field goal is GOOD, Center-M.Lepsis, Holder-T.Rouen.",Grass,24.58333333
50,7964,2000,4,SUN,KC,DEN,Mile High Stadium,36,81,8,W,Mostly Cloudy,Grass,43,6,DEN,KC,4,3,2,3,47,12,7,1,2,4,7,68,,,,FG,JN-0600,250,50,N,23,22,0,"(3:47) J.Nedney 50 yard field goal is No Good, Short, Center-M.Lepsis, Holder-T.Rouen.",Grass,18.78333333
50,8000,2000,4,SUN,KC,DEN,Mile High Stadium,36,81,8,W,Mostly Cloudy,Grass,43,6,DEN,KC,6,3,3,4,37,19,14,2,3,4,3,75,3,,,FG,JN-0600,250,43,Y,23,22,0,"(4:37) J.Nedney 43 yard field goal is GOOD, Center-M.Lepsis, Holder-T.Rouen.",Grass,34.61666667
51,8090,2000,4,SUN,NE,MIA,Pro Player Stadium,88,63,12,E,,Grass,34,3,NE,MIA,12,3,2,15,0,0,0,3,3,4,9,78,3,,,FG,AV-0400,456,40,Y,3,10,0,"(15:00) A.Vinatieri 40 yard field goal is GOOD, Center-L.Paxton, Holder-L.Johnson.",Grass,30
51,8130,2000,4,SUN,NE,MIA,Pro Player Stadium,88,63,12,E,,Grass,34,3,MIA,NE,7,5,2,0,12,7,3,1,2,4,5,74,3,,,FG,OM-0100,336,43,Y,3,10,0,"(:12) O.Mare 43 yard field goal is GOOD, Center-J.Bock, Holder-D.Huard.",Grass,15.2
51,8179,2000,4,SUN,NE,MIA,Pro Player Stadium,88,63,12,E,,Grass,34,3,NE,MIA,10,3,4,15,0,3,10,2,3,4,6,65,,,,FG,AV-0400,456,53,N,3,10,0,"(15:00) A.Vinatieri 53 yard field goal is No Good, Hit Crossbar, Center-L.Paxton, Holder-L.Johnson.",Grass,60
53,8427,2000,4,SUN,CLE,OAK,Network Associates Coliseum,76,35,5,SW,Clear,Grass,41.5,10,CLE,OAK,5,3,2,9,49,7,14,3,3,4,2,75,,,,FG,PD-0200,395,42,N,10,36,0,"(9:49) P.Dawson 42 yard field goal is No Good, Wide Right, Center-R.Kuehl, Holder-C.Gardocki.",Grass,24.81666667
